Item,Cat,Type,Tags
{{ModId}}_HibiscusPortMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedmead"
{{ModId}}_HibiscusPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedfloralwine"
{{ModId}}_HibiscusPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpuree"
{{ModId}}_HibiscusTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floraltea"
{{ModId}}_HibiscusWater,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerwater"
{{ModId}}_HibiscusWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralwine"
{{ModId}}_Hierbas,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herballiqueur"
{{ModId}}_HighFlyingBird,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_perfume"
{{ModId}}_Hoasca,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_shamanisticpotion"
{{ModId}}_HojichaKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_kombucha"
{{ModId}}_HojichaTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_tea"
{{ModId}}_HojichaTeaLeaf,-81,Greens,"raffadax_object, raffadax_artisan_object, category_tealeaf"
{{ModId}}_HollyExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_medicinalherbextract"
{{ModId}}_HolyBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanebrandy"
{{ModId}}_HolyChampagne,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanesparklingwine"
{{ModId}}_HolyWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanewine"
{{ModId}}_HomunculusWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicfortifiedwine"
{{ModId}}_HoneyAppleCider,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cider"
{{ModId}}_HoneyBarbecueSauce,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sauce"
{{ModId}}_HoneyCider,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cider"
{{ModId}}_HoneyJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_honeyjelly"
{{ModId}}_HoneyJellyofStrife,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythichoneyjelly"
{{ModId}}_HoneyMustard,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_condiment"
{{ModId}}_HoneyMustardDressing,-7,Cooking,"raffadax_object, raffadax_artisan_object, raffadax_cooked_object, category_saladdressing"
{{ModId}}_HoneyNutBunches,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cereal"
{{ModId}}_HoneyofStrife,-26,Artisan Goods,"mythic_honey_item, raffadax_object, raffadax_artisan_object, category_mythichoney"
{{ModId}}_HoneyPowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sugar"
{{ModId}}_HoneySnacks,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cereal"
{{ModId}}_HoneySyrup,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cocktailsyrup"
{{ModId}}_HoneyberryBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_brandy"
{{ModId}}_HoneyberryCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_compote"
{{ModId}}_HoneyberryJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jam"
{{ModId}}_HoneyberryJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jelly"
{{ModId}}_HoneyberryJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitjuice"
{{ModId}}_HoneyberryLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitliqueur"
{{ModId}}_HoneyberryPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedwine"
{{ModId}}_HoneyberryPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitpuree"
{{ModId}}_HoneyberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wine"
{{ModId}}_Honeycomb,-26,Artisan Goods,"honey_item, raffadax_object, raffadax_artisan_object, forage_item, category_natureforage"
{{ModId}}_HoneycrispAppleBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_brandy"
{{ModId}}_HoneycrispAppleButter,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitpuree"
{{ModId}}_HoneycrispAppleChips,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_snackfood"
{{ModId}}_HoneycrispAppleCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_compote"
{{ModId}}_HoneycrispAppleJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jam"
{{ModId}}_HoneycrispAppleJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jelly"
{{ModId}}_HoneycrispAppleJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitjuice"
{{ModId}}_HoneycrispAppleWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wine"
{{ModId}}_HoneycrispPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedwine"
{{ModId}}_HoneydewBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_brandy"
{{ModId}}_HoneydewCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_compote"
{{ModId}}_HoneydewJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jam"
{{ModId}}_HoneydewJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jelly"
{{ModId}}_HoneydewJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitjuice"
{{ModId}}_HoneydewLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitliqueur"
{{ModId}}_HoneydewPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedwine"
{{ModId}}_HoneydewPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitpuree"
{{ModId}}_HoneydewWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wine"
{{ModId}}_HoneysuckleBalsam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_meadbalsam"
{{ModId}}_HoneysuckleBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralbrandy"
{{ModId}}_HoneysuckleFlowerWater,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerwater"
{{ModId}}_HoneysuckleHoney,-26,Artisan Goods,"honey_item, raffadax_object, raffadax_artisan_object, category_flowhoney"
{{ModId}}_HoneysuckleHoneyJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_honeyjelly"
{{ModId}}_HoneysuckleJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerjam"
{{ModId}}_HoneysuckleFlowerJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerjelly"
{{ModId}}_HoneysuckleKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralkombucha"
{{ModId}}_HoneysuckleLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralliqueur"
{{ModId}}_HoneysuckleMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mead"
{{ModId}}_HoneysuckleNectar,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nectar"
{{ModId}}_HoneysucklePetals,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpetals"
{{ModId}}_HoneysucklePortMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedmead"
{{ModId}}_HoneysucklePortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedfloralwine"
{{ModId}}_HoneysucklePowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerdust"
{{ModId}}_HoneysucklePreserves,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpreserves"
{{ModId}}_HoneysucklePuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpuree"
{{ModId}}_HoneysuckleTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floraltea"
{{ModId}}_HoneysuckleWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralwine"
{{ModId}}_HornNutButter,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nutbutter"
{{ModId}}_HornNutExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nutextract"
{{ModId}}_HornNutFlour,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flour"
{{ModId}}_HornNutMilk,-6,Milk,"raffadax_object, raffadax_artisan_object, category_nondairymilk"
{{ModId}}_HornNutOil,-26,ArtisanGoods,"oil_item, raffadax_object, raffadax_artisan_object, category_oil"
{{ModId}}_HorseradishExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spiceextract"
{{ModId}}_HorseradishJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_vegetablejuice"
{{ModId}}_HorseradishPowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_seasoning"
{{ModId}}_HostileSpirit,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cursedlibation"
{{ModId}}_HostiliTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanetea"
{{ModId}}_HostiliTeaKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanekombucha"
{{ModId}}_HotButterscotch,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cocoa"
{{ModId}}_HotCocoa,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cocoa"
{{ModId}}_HotCornChips,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_snackfood"
{{ModId}}_HotPepperBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_brandy"
{{ModId}}_HotPepperExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spiceextract"
{{ModId}}_HotPepperJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_pepperjelly"
{{ModId}}_HotPepperJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_vegetablejuice"
{{ModId}}_HotPepperLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spiceliqueur"
{{ModId}}_HotPepperPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedwine"
{{ModId}}_HotPepperSauce,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_hotsauce"
{{ModId}}_HotPepperWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wine"
{{ModId}}_HotVanilla,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cocoa"
{{ModId}}_HuaMoaBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_brandy"
{{ModId}}_HuaMoaChips,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_snackfood"
{{ModId}}_HuaMoaCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_compote"
{{ModId}}_HuaMoaJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jam"
{{ModId}}_HuaMoaJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jelly"
{{ModId}}_HuaMoaJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitjuice"
{{ModId}}_HuaMoaLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitliqueur"
{{ModId}}_HuaMoaPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedwine"
{{ModId}}_HuaMoaPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitpuree"
{{ModId}}_HuaMoaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wine"
{{ModId}}_HuckleberryBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_brandy"
{{ModId}}_HuckleberryCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_compote"
{{ModId}}_HuckleberryJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jam"
{{ModId}}_HuckleberryJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jelly"
{{ModId}}_HuckleberryJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitjuice"
{{ModId}}_HuckleberryLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitliqueur"
{{ModId}}_HuckleberryPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedwine"
{{ModId}}_HuckleberryPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitpuree"
{{ModId}}_HuckleberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wine"
{{ModId}}_Huehuecoyotl,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_divinelibation"
{{ModId}}_HulledMahoganySeeds,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_bakingcomponent"
{{ModId}}_Hummus,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_dip"
{{ModId}}_HyperionWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_divinelibation"
{{ModId}}_Icaro,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_shamanisticpotion"
{{ModId}}_IceTeaKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_infusedteakombucha"
{{ModId}}_IceQueen,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicperfume"
{{ModId}}_IceTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_coldtea"
{{ModId}}_IceTeaLeaf,-81,Greens,"raffadax_object, raffadax_artisan_object, category_tealeaf"
{{ModId}}_IncensePeppermints,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cologne"
{{ModId}}_Incense,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object"
{{ModId}}_Indica,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cannabis"
{{ModId}}_IndicaCannabutter,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_butter"
{{ModId}}_IndigoBalsam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_meadbalsam"
{{ModId}}_IndigoBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralbrandy"
{{ModId}}_IndigoFlowerPetals,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpetals"
{{ModId}}_IndigoFlowerPreserves,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpreserves"
{{ModId}}_IndigoFlowerPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpuree"
{{ModId}}_IndigoHoney,-26,Artisan Goods,"poison_honey_item, raffadax_object, raffadax_artisan_object, category_flowhoney"
{{ModId}}_IndigoHoneyJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_honeyjelly"
{{ModId}}_IndigoJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerjam"
{{ModId}}_IndigoJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerjelly"
{{ModId}}_IndigoKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralkombucha"
{{ModId}}_IndigoLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralliqueur"
{{ModId}}_IndigoMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mead"
{{ModId}}_IndigoNectar,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nectar"
{{ModId}}_IndigoPortMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedmead"
{{ModId}}_IndigoPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedfloralwine"
{{ModId}}_IndigoPowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerdust"
{{ModId}}_IndigoTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floraltea"
{{ModId}}_IndigoWater,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerwater"
{{ModId}}_IndigoWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralwine"
{{ModId}}_InfernalBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicbrandy"
{{ModId}}_InfernalChampagne,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingwine"
{{ModId}}_InfernalCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythiccompote"
{{ModId}}_InfernalDrakas,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicmeadbalsam"
{{ModId}}_InfernalHoney,-26,Artisan Goods,"poison_mythic_honey_item, raffadax_object, raffadax_artisan_object, category_mythichoney"
{{ModId}}_InfernalHoneyJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythichoneyjelly"
{{ModId}}_InfernalJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicjam"
{{ModId}}_InfernalJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicjelly"
{{ModId}}_InfernalJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicfruitjuice"
{{ModId}}_InfernalMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicmead"
{{ModId}}_InfernalNectar,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicnectar"
{{ModId}}_InfernalNegus,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cursedlibation"
{{ModId}}_InfernalPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicpuree"
{{ModId}}_InfernalWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicwine"
{{ModId}}_InfernoPowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanedust"
{{ModId}}_InsectRepellent,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_repellent"
{{ModId}}_InstantCocoaPackets,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_instantcocoa"
{{ModId}}_InstantCoffee,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_instantcoffee"
{{ModId}}_InstantCoffeeCafeCaramel,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_instantcoffee"
{{ModId}}_InstantCoffeeChicory,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_instantcoffee"
{{ModId}}_InstantCoffeeColdBrew,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_instantcoffee"
{{ModId}}_InstantCoffeeDarkChocolateMocha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_instantcoffee"
{{ModId}}_InstantCoffeeDarkRoast,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_instantcoffee"
{{ModId}}_InstantCoffeeLightRoast,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_instantcoffee"
{{ModId}}_InstantCoffeeMediumRoast,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_instantcoffee"
{{ModId}}_InstantCoffeeMintMocha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_instantcoffee"
{{ModId}}_InstantCoffeeMocha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_instantcoffee"
{{ModId}}_InstantCoffeePumpkinSpice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_instantcoffee"
