Output,Machine,Time,Makes,Chance,Input,Fuels
Red Antler Kombucha,Fermentation Tank,2160,1,1,1 Red Antler Tea,1 SCOBY
Thunder Cap Kombucha,Fermentation Tank,4320,1,1,1 Thunder Cap,1 SCOBY
Thunder Cap Kombucha,Fermentation Tank,3600,1,1,1 Dried Thunder Cap,1 SCOBY
Thunder Cap Kombucha,Fermentation Tank,2880,1,1,1 Thunder Cap Powder,1 SCOBY
Thunder Cap Kombucha,Fermentation Tank,2160,1,1,1 Thunder Cap Tea,1 SCOBY
Void Mushroom Kombucha,Fermentation Tank,4320,1,1,1 Void Mushroom,1 SCOBY
Void Mushroom Kombucha,Fermentation Tank,3600,1,1,1 Dried Void Mushroom,1 SCOBY
Void Mushroom Kombucha,Fermentation Tank,2880,1,1,1 Void Powder,1 SCOBY
Void Mushroom Kombucha,Fermentation Tank,2160,1,1,1 Void Mushroom Tea,1 SCOBY
White Truffle Kombucha,Fermentation Tank,4320,1,1,1 White Truffle,1 SCOBY
White Truffle Kombucha,Fermentation Tank,3600,1,1,1 Dried White Truffle,1 SCOBY
White Truffle Kombucha,Fermentation Tank,2880,1,1,1 White Truffle Zest,1 SCOBY
Chanterelle Kombucha,Fermentation Tank,4320,1,1,1 Chanterelle,1 SCOBY
Chanterelle Kombucha,Fermentation Tank,3600,1,1,1 Dried Chanterelle,1 SCOBY
Chanterelle Kombucha,Fermentation Tank,2880,1,1,1 Chanterelle Powder,1 SCOBY
Mushroom Kombucha,Fermentation Tank,4320,1,1,1 Common Mushroom,1 SCOBY
Mushroom Kombucha,Fermentation Tank,3600,1,1,1 Dried Mushroom ,1 SCOBY
Mushroom Kombucha,Fermentation Tank,2880,1,1,1 Mushroom Powder,1 SCOBY
Magma Cap Kombucha,Fermentation Tank,4320,1,1,1 Magma Cap,1 SCOBY
Magma Cap Kombucha,Fermentation Tank,3600,1,1,1 Dried Magma Cap,1 SCOBY
Magma Cap Kombucha,Fermentation Tank,2880,1,1,1 Magma Cap Powder,1 SCOBY
Magma Cap Kombucha,Fermentation Tank,2160,1,1,1 Magma Cap Tea,1 SCOBY
Morel Kombucha,Fermentation Tank,4320,1,1,1 Morel,1 SCOBY
Morel Kombucha,Fermentation Tank,3600,1,1,1 Dried Morel,1 SCOBY
Morel Kombucha,Fermentation Tank,2880,1,1,1 Morel Powder,1 SCOBY
Purple Mushroom Kombucha,Fermentation Tank,4320,1,1,1 Purple Mushroom,1 SCOBY
Purple Mushroom Kombucha,Fermentation Tank,3600,1,1,1 Dried Purple Mushroom,1 SCOBY
Purple Mushroom Kombucha,Fermentation Tank,2880,1,1,1 Purple Mushroom Powder,1 SCOBY
Purple Mushroom Kombucha,Fermentation Tank,2160,1,1,1 Purple Mushroom Tea,1 SCOBY
Red Mushroom Kombucha,Fermentation Tank,4320,1,1,1 Red Mushroom,1 SCOBY
Red Mushroom Kombucha,Fermentation Tank,3600,1,1,1 Dried Red Mushroom,1 SCOBY
Red Mushroom Kombucha,Fermentation Tank,2880,1,1,1 Red Mushroom Powder,1 SCOBY
Red Mushroom Kombucha,Fermentation Tank,2160,1,1,1 Red Mushroom Tea,1 SCOBY
Truffle Kombucha,Fermentation Tank,4320,1,1,1 Truffle,1 SCOBY
Truffle Kombucha,Fermentation Tank,3600,1,1,1 Dried Truffle,1 SCOBY
Truffle Kombucha,Fermentation Tank,2880,1,1,1 Truffle Zest,1 SCOBY
Almond Kombucha,Fermentation Tank,2160,1,1,1 Almond Tea,1 SCOBY
Black Sesame Kombucha,Fermentation Tank,2160,1,1,1 Black Sesame Tea,1 SCOBY
Black Walnut Kombucha,Fermentation Tank,2160,1,1,1 Black Walnut Tea,1 SCOBY
Brazil Nut Kombucha,Fermentation Tank,2160,1,1,1 Brazil Nut Tea,1 SCOBY
Cashew Kombucha,Fermentation Tank,2160,1,1,1 Cashew Tea,1 SCOBY
Chestnut Kombucha,Fermentation Tank,2160,1,1,1 Chestnut Tea,1 SCOBY
Coco de Mer Kombucha,Fermentation Tank,2160,1,1,1 Coco de Mer Tea,1 SCOBY
Caltrop Kombucha,Fermentation Tank,2160,1,1,1 Caltrop Tea,1 SCOBY
Bissy Tea Kombucha,Fermentation Tank,2160,1,1,1 Bissy Tea,1 SCOBY
Macadamia Kombucha,Fermentation Tank,2160,1,1,1 Macadamia Tea,1 SCOBY
Peanut Kombucha,Fermentation Tank,2160,1,1,1 Peanut Tea,1 SCOBY
Pecan Kombucha,Fermentation Tank,2160,1,1,1 Pecan Tea,1 SCOBY
Bongsutang Kombucha,Fermentation Tank,2160,1,1,1 Bongsutang Tea,1 SCOBY
Pistachio Kombucha,Fermentation Tank,2160,1,1,1 Pistachio Tea,1 SCOBY
Pumpkin Seed Kombucha,Fermentation Tank,2160,1,1,1 Pumpkin Seed Tea,1 SCOBY
Coeur de la Mer Kombucha,Fermentation Tank,2160,1,1,1 Coeur de la Mer Tea,1 SCOBY
Walnut Kombucha,Fermentation Tank,2160,1,1,1 Walnut Tea,1 SCOBY
Acorn Kombucha,Fermentation Tank,2160,1,1,1 Acorn Tea,1 SCOBY
Hazelnut Kombucha,Fermentation Tank,2160,1,1,1 Hazelnut Tea,1 SCOBY
Samara Kombucha,Fermentation Tank,2160,1,1,1 Samara Tea,1 SCOBY
Poppy Seed Kombucha,Fermentation Tank,2160,1,1,1 Poppy Seed Tea,1 SCOBY
Sunflower Seed Kombucha,Fermentation Tank,2160,1,1,1 Sunflower Seed Tea,1 SCOBY
Allspice Kombucha,Fermentation Tank,2160,1,1,1 Allspice Tea,1 SCOBY
Annatto Kombucha,Fermentation Tank,2160,1,1,1 Annatto Tea,1 SCOBY
Sabja Kombucha,Fermentation Tank,2160,1,1,1 Sabja Tea,1 SCOBY
Cumin Kombucha,Fermentation Tank,2160,1,1,1 Cumin Tea,1 SCOBY
Peppercorn Kombucha,Fermentation Tank,2160,1,1,1 Peppercorn Tea,1 SCOBY
Caraway Kombucha,Fermentation Tank,2160,1,1,1 Caraway Tea,1 SCOBY
Celery Seed Kombucha,Fermentation Tank,2160,1,1,1 Celery Seed Tea,1 SCOBY
Cinnamon Kombucha,Fermentation Tank,2160,1,1,1 Cinnamon Tea,1 SCOBY
Clove Kombucha,Fermentation Tank,2160,1,1,1 Clove Tea,1 SCOBY
Coriander Kombucha,Fermentation Tank,2160,1,1,1 Coriander Tea,1 SCOBY
Dill Seed Kombucha,Fermentation Tank,2160,1,1,1 Dill Seed Tea,1 SCOBY
Fennel Seed Kombucha,Fermentation Tank,2160,1,1,1 Fennel Seed Tea,1 SCOBY
Fenugreek Seed Kombucha,Fermentation Tank,2160,1,1,1 Fenugreek Seed Tea,1 SCOBY
Green Cardamom Kombucha,Fermentation Tank,2160,1,1,1 Green Cardamom Tea,1 SCOBY
Juniper Kombucha,Fermentation Tank,2160,1,1,1 Juniper Tea,1 SCOBY
Mace Kombucha,Fermentation Tank,2160,1,1,1 Mace Tea,1 SCOBY
Mustard Seed Kombucha,Fermentation Tank,2160,1,1,1 Mustard Seed Tea,1 SCOBY
Nutmeg Kombucha,Fermentation Tank,2160,1,1,1 Nutmeg Tea,1 SCOBY
Saffron Kombucha,Fermentation Tank,2160,1,1,1 Saffron Tea,1 SCOBY
Star Anise Kombucha,Fermentation Tank,2160,1,1,1 Star Anise Tea,1 SCOBY
Sumac Kombucha,Fermentation Tank,2160,1,1,1 Sumac Tea,1 SCOBY
Turmeric Kombucha,Fermentation Tank,2160,1,1,1 Turmeric Tea,1 SCOBY
White Cardamom Kombucha,Fermentation Tank,2160,1,1,1 White Cardamom Tea,1 SCOBY
Za'atar Kombucha,Fermentation Tank,2160,1,1,1 Za'atar Tea,1 SCOBY
Ginger Kombucha,Fermentation Tank,2160,1,1,1 Ginger Tea,1 SCOBY
Barley Kombucha,Fermentation Tank,2160,1,1,1 Barley Tea,1 SCOBY
Guarana Kombucha,Fermentation Tank,2160,1,1,1 Guarana Tea,1 SCOBY
Kombu Kombucha,Fermentation Tank,2160,1,1,1 Kombu Tea,1 SCOBY
Oat Straw Kombucha,Fermentation Tank,2160,1,1,1 Oat Straw Tea,1 SCOBY
Rose Hip Kombucha,Fermentation Tank,2160,1,1,1 Rose Hip Tea,1 SCOBY
Nettle Kombucha,Fermentation Tank,2160,1,1,1 Nettle Tea,1 SCOBY
Aguapanela Kombucha,Fermentation Tank,2160,1,1,1 Aguapanela,1 SCOBY
Qi Kombucha,Fermentation Tank,2160,1,1,1 Qi Tea,1 SCOBY
Rhubarb Kombucha,Fermentation Tank,2160,1,1,1 Rhubarb Tea,1 SCOBY
Rowan Kombucha,Fermentation Tank,2160,1,1,1 Rowan Tea,1 SCOBY
Seaweed Kombucha,Fermentation Tank,2160,1,1,1 Seaweed Tea,1 SCOBY
Taro Kombucha,Fermentation Tank,2160,1,1,1 Taro Milk Tea,1 SCOBY
Abyssal Kombucha,Fermentation Tank,10080,1,1,1 Tea of Abyss,1 SCOBY
Frozen Kombucha,Fermentation Tank,10080,1,1,1 Frozen Tea,1 SCOBY
Gilded Kombucha,Fermentation Tank,10080,1,1,1 Gilded Tea,1 SCOBY
Aurora Kombucha,Fermentation Tank,10080,1,1,1 Aurora Tea,1 SCOBY
Diacatholicon,Fermentation Tank,10080,1,1,1 Nostrum,1 SCOBY
Panpharmacon,Fermentation Tank,10080,1,1,1 Panacea,1 SCOBY
Tranquili Tea Kombucha,Fermentation Tank,10080,1,1,1 Tranquili Tea,1 SCOBY
Starfire Kombucha,Fermentation Tank,10080,1,1,1 Starfire Tea,1 SCOBY
Moonlight Kombucha,Fermentation Tank,10080,1,1,1 Moonlight Tea,1 SCOBY
Noxious Kombucha,Fermentation Tank,10080,1,1,1 Noxious Brew,1 SCOBY
Sterling Kombucha,Fermentation Tank,10080,1,1,1 Sterling Tea,1 SCOBY
Hostili Tea Kombucha,Fermentation Tank,10080,1,1,1 Hostili Tea,1 SCOBY
Sunlight Kombucha,Fermentation Tank,10080,1,1,1 Sunlight Tea,1 SCOBY
Starlight Kombucha,Fermentation Tank,10080,1,1,1 Starlight Tea,1 SCOBY
Sylvan Kombucha,Fermentation Tank,10080,1,1,1 Avalon Tea,1 SCOBY
Maelstrom Kombucha,Fermentation Tank,10080,1,1,1 Maelstrom Tea,1 SCOBY
Hoasca,Fermentation Tank,10080,1,1,1 Ayahuasca,1 SCOBY
Icaro,Fermentation Tank,10080,1,1,1 Yage,1 SCOBY
Vinegar,Fermentation Tank,120,3,1,1 Ethanol,1 Bacteria Culture
Sauerkraut,Fermentation Tank,4000,1,1,1 Green Cabbage,1 Table Salt
Soy Sauce,Fermentation Tank,120,3,1,1 Soybean,1 Table Salt
Soy Sauce,Fermentation Tank,60,3,1,1 Soybean Aquafaba,1 Table Salt
Allium Honey,Flow Hive,2880,1,1,1 Allium,
Beeswax,Flow Hive,2880,1,0.08,1 Allium,
Honeycomb,Flow Hive,2880,1,0.02,1 Allium,
Blue Lotus Honey,Flow Hive,2880,1,1,1 Blue Lotus Flower,
Beeswax,Flow Hive,2880,1,0.08,1 Blue Lotus Flower,
Honeycomb,Flow Hive,2880,1,0.02,1 Blue Lotus Flower,
Brassica Flower Honey,Flow Hive,2880,1,1,1 Brassica Flower,
Beeswax,Flow Hive,2880,1,0.08,1 Brassica Flower,
Honeycomb,Flow Hive,2880,1,0.02,1 Brassica Flower,
Cactus Honey,Flow Hive,2880,1,1,1 Cactus Blossom,
Beeswax,Flow Hive,2880,1,0.08,1 Cactus Blossom,
Honeycomb,Flow Hive,2880,1,0.02,1 Cactus Blossom,
Cannabis Honey,Flow Hive,2880,1,1,1 Indica Bud,
Beeswax,Flow Hive,2880,1,0.08,1 Indica Bud,
Honeycomb,Flow Hive,2880,1,0.02,1 Indica Bud,
Cannabis Honey,Flow Hive,2880,1,1,1 Sativa Bud,
Beeswax,Flow Hive,2880,1,0.08,1 Sativa Bud,
Honeycomb,Flow Hive,2880,1,0.02,1 Sativa Bud,
Caraway Honey,Flow Hive,2880,1,1,1 Caraway Flower,
Beeswax,Flow Hive,2880,1,0.08,1 Caraway Flower,
Honeycomb,Flow Hive,2880,1,0.02,1 Caraway Flower,
Chamomile Honey,Flow Hive,2880,1,1,1 Chamomile,
Beeswax,Flow Hive,2880,1,0.08,1 Chamomile,
Honeycomb,Flow Hive,2880,1,0.02,1 Chamomile,
Chicory Flower Honey,Flow Hive,2880,1,1,1 Chicory Flower,
Beeswax,Flow Hive,2880,1,0.08,1 Chicory Flower,
Honeycomb,Flow Hive,2880,1,0.02,1 Chicory Flower,
Clover Honey,Flow Hive,2880,1,1,1 Clover,
Beeswax,Flow Hive,2880,1,0.08,1 Clover,
Honeycomb,Flow Hive,2880,1,0.02,1 Clover,
Coriander Honey,Flow Hive,2880,1,1,1 Coriander Flower,
Beeswax,Flow Hive,2880,1,0.08,1 Coriander Flower,
Honeycomb,Flow Hive,2880,1,0.02,1 Coriander Flower,
Daisy Honey,Flow Hive,2880,1,1,1 Daisy ,
Beeswax,Flow Hive,2880,1,0.08,1 Daisy ,
Honeycomb,Flow Hive,2880,1,0.02,1 Daisy ,
Daisy Honey,Flow Hive,2880,1,1,1 Wild Daisy,
Beeswax,Flow Hive,2880,1,0.5,1 Wild Daisy,
Honeycomb,Flow Hive,2880,1,0.5,1 Wild Daisy,
Elderflower Honey,Flow Hive,2880,1,1,1 Elderflower,
Beeswax,Flow Hive,2880,1,0.08,1 Elderflower,
Honeycomb,Flow Hive,2880,1,0.02,1 Elderflower,
Fennel Honey,Flow Hive,2880,1,1,1 Fennel Flower,
Beeswax,Flow Hive,2880,1,0.08,1 Fennel Flower,
Honeycomb,Flow Hive,2880,1,0.02,1 Fennel Flower,
Fire Wheel Honey,Flow Hive,2880,1,1,1 Fire Wheel,
Beeswax,Flow Hive,2880,1,0.08,1 Fire Wheel,
Honeycomb,Flow Hive,2880,1,0.02,1 Fire Wheel,
Flinders Rose Honey,Flow Hive,2880,1,1,1 Flinders Rose,
Beeswax,Flow Hive,2880,1,0.08,1 Flinders Rose,
Honeycomb,Flow Hive,2880,1,0.02,1 Flinders Rose,
Forsythia Honey,Flow Hive,2880,1,1,1 Forsythia,
Beeswax,Flow Hive,2880,1,0.08,1 Forsythia,
Honeycomb,Flow Hive,2880,1,0.02,1 Forsythia,
Gentian Honey,Flow Hive,2880,1,1,1 Gentian Flower,
Beeswax,Flow Hive,2880,1,0.08,1 Gentian Flower,
Honeycomb,Flow Hive,2880,1,0.02,1 Gentian Flower,
Gultheria Honey,Flow Hive,2880,1,1,1 Gultheria,
Beeswax,Flow Hive,2880,1,0.08,1 Gultheria,
Honeycomb,Flow Hive,2880,1,0.02,1 Gultheria,
Hawkweed Honey,Flow Hive,2880,1,1,1 Hawkweed,
Beeswax,Flow Hive,2880,1,0.08,1 Hawkweed,
Honeycomb,Flow Hive,2880,1,0.02,1 Hawkweed,
Hibiscus Honey,Flow Hive,2880,1,1,1 Hibiscus,
Beeswax,Flow Hive,2880,1,0.08,1 Hibiscus,
Honeycomb,Flow Hive,2880,1,0.02,1 Hibiscus,
Honeysuckle Honey,Flow Hive,2880,1,1,1 Honeysuckle,
Beeswax,Flow Hive,2880,1,0.08,1 Honeysuckle,
Honeycomb,Flow Hive,2880,1,0.02,1 Honeysuckle,
Lavender Honey,Flow Hive,2880,1,1,1 Lavender,
Beeswax,Flow Hive,2880,1,0.08,1 Lavender,
Honeycomb,Flow Hive,2880,1,0.02,1 Lavender,
Lilac Honey,Flow Hive,2880,1,1,1 Lilac,
Beeswax,Flow Hive,2880,1,0.08,1 Lilac,
Honeycomb,Flow Hive,2880,1,0.02,1 Lilac,
Linden Honey,Flow Hive,2880,1,1,1 Linden,
Beeswax,Flow Hive,2880,1,0.08,1 Linden,
Honeycomb,Flow Hive,2880,1,0.02,1 Linden,
Mimosa Flower Honey,Flow Hive,2880,1,1,1 Mimosa Flower,
Beeswax,Flow Hive,2880,1,0.08,1 Mimosa Flower,
Honeycomb,Flow Hive,2880,1,0.02,1 Mimosa Flower,
Mint Flower Honey,Flow Hive,2880,1,1,1 Mint Flower,
Beeswax,Flow Hive,2880,1,0.08,1 Mint Flower,
Honeycomb,Flow Hive,2880,1,0.02,1 Mint Flower,
Nettle Blossom Honey,Flow Hive,2880,1,1,1 Nettle Blossom,
Beeswax,Flow Hive,2880,1,0.08,1 Nettle Blossom,
Honeycomb,Flow Hive,2880,1,0.02,1 Nettle Blossom,
Nigella Honey,Flow Hive,2880,1,1,1 Nigella,
Beeswax,Flow Hive,2880,1,0.08,1 Nigella,
Honeycomb,Flow Hive,2880,1,0.02,1 Nigella,
Opuntia Honey,Flow Hive,2880,1,1,1 Opuntia Flower,
Beeswax,Flow Hive,2880,1,0.08,1 Opuntia Flower,
Honeycomb,Flow Hive,2880,1,0.02,1 Opuntia Flower,
Osmanthus Honey,Flow Hive,2880,1,1,1 Osmanthus,
Beeswax,Flow Hive,2880,1,0.08,1 Osmanthus,
Honeycomb,Flow Hive,2880,1,0.02,1 Osmanthus,
Rooibos Honey,Flow Hive,2880,1,1,1 Rooibos,
Beeswax,Flow Hive,2880,1,0.08,1 Rooibos,
Honeycomb,Flow Hive,2880,1,0.02,1 Rooibos,
Rose Honey,Flow Hive,2880,1,1,1 Rose,
Beeswax,Flow Hive,2880,1,0.08,1 Rose,
Honeycomb,Flow Hive,2880,1,0.02,1 Rose,
Rosemary Honey,Flow Hive,2880,1,1,1 Rosemary,
Beeswax,Flow Hive,2880,1,0.08,1 Rosemary,
Honeycomb,Flow Hive,2880,1,0.02,1 Rosemary,
Sakura Honey,Flow Hive,2880,1,1,1 Sakura,
Beeswax,Flow Hive,2880,1,0.08,1 Sakura,
Honeycomb,Flow Hive,2880,1,0.02,1 Sakura,
Squash Flower Honey,Flow Hive,2880,1,1,1 Squash Flower,
Beeswax,Flow Hive,2880,1,0.08,1 Squash Flower,
Honeycomb,Flow Hive,2880,1,0.02,1 Squash Flower,
Jasmine Honey,Flow Hive,2880,1,1,1 Star Jasmine,
Beeswax,Flow Hive,2880,1,0.08,1 Star Jasmine,
Honeycomb,Flow Hive,2880,1,0.02,1 Star Jasmine,
Topinambur Honey,Flow Hive,2880,1,1,1 Topinambur,
Beeswax,Flow Hive,2880,1,0.08,1 Topinambur,
Honeycomb,Flow Hive,2880,1,0.02,1 Topinambur,
Vanilla Orchid Honey,Flow Hive,2880,1,1,1 Vanilla Orchid,
Beeswax,Flow Hive,2880,1,0.08,1 Vanilla Orchid,
Honeycomb,Flow Hive,2880,1,0.02,1 Vanilla Orchid,
Violet Honey,Flow Hive,2880,1,1,1 Violet ,
Beeswax,Flow Hive,2880,1,0.08,1 Violet ,
Honeycomb,Flow Hive,2880,1,0.02,1 Violet ,
Violet Honey,Flow Hive,2880,1,1,1 Wild Violet,
Beeswax,Flow Hive,2880,1,0.5,1 Wild Violet,
Honeycomb,Flow Hive,2880,1,0.5,1 Wild Violet,
Waldmeister Honey,Flow Hive,2880,1,1,1 Waldmeister,
Beeswax,Flow Hive,2880,1,0.08,1 Waldmeister,
Honeycomb,Flow Hive,2880,1,0.02,1 Waldmeister,
Witch Hazel Honey,Flow Hive,2880,1,1,1 Witch Hazel,
Beeswax,Flow Hive,2880,1,0.08,1 Witch Hazel,
Honeycomb,Flow Hive,2880,1,0.02,1 Witch Hazel,
Yarrow Honey,Flow Hive,2880,1,1,1 Yarrow,
Beeswax,Flow Hive,2880,1,0.08,1 Yarrow,
Honeycomb,Flow Hive,2880,1,0.02,1 Yarrow,
Artemisia Honey,Flow Hive,2880,1,1,1 Artemisia,
Beeswax,Flow Hive,2880,1,0.08,1 Artemisia,
Honeycomb,Flow Hive,2880,1,0.02,1 Artemisia,
Clematis Honey,Flow Hive,2880,1,1,1 Clematis,
Beeswax,Flow Hive,2880,1,0.08,1 Clematis,
Honeycomb,Flow Hive,2880,1,0.02,1 Clematis,
Dogwood Honey,Flow Hive,2880,1,1,1 Dogwood,
Beeswax,Flow Hive,2880,1,0.08,1 Dogwood,
Honeycomb,Flow Hive,2880,1,0.02,1 Dogwood,
Foxglove Honey,Flow Hive,2880,1,1,1 Foxglove,
Beeswax,Flow Hive,2880,1,0.08,1 Foxglove,
Honeycomb,Flow Hive,2880,1,0.02,1 Foxglove,
Heliconia Honey,Flow Hive,2880,1,1,1 Heliconia,
Beeswax,Flow Hive,2880,1,0.08,1 Heliconia,
Honeycomb,Flow Hive,2880,1,0.02,1 Heliconia,
Indigo Honey,Flow Hive,2880,1,1,1 Indigo,
Beeswax,Flow Hive,2880,1,0.08,1 Indigo,
Honeycomb,Flow Hive,2880,1,0.02,1 Indigo,
Jacaranda Honey,Flow Hive,2880,1,1,1 Jacaranda,
Beeswax,Flow Hive,2880,1,0.08,1 Jacaranda,
Honeycomb,Flow Hive,2880,1,0.02,1 Jacaranda,
Passion Flower Honey,Flow Hive,2880,1,1,1 Passion Flower,
Beeswax,Flow Hive,2880,1,0.08,1 Passion Flower,
Honeycomb,Flow Hive,2880,1,0.02,1 Passion Flower,
Periwinkle Honey,Flow Hive,2880,1,1,1 Periwinkle Flower,
Beeswax,Flow Hive,2880,1,0.08,1 Periwinkle Flower,
Honeycomb,Flow Hive,2880,1,0.02,1 Periwinkle Flower,
Poinsettia Honey,Flow Hive,2880,1,1,1 Poinsettia,
Beeswax,Flow Hive,2880,1,0.08,1 Poinsettia,
Honeycomb,Flow Hive,2880,1,0.02,1 Poinsettia,
Royal Poinciana Honey,Flow Hive,2880,1,1,1 Royal Poinciana,
Beeswax,Flow Hive,2880,1,0.08,1 Royal Poinciana,
Honeycomb,Flow Hive,2880,1,0.02,1 Royal Poinciana,
Wisteria Honey,Flow Hive,2880,1,1,1 Wisteria,
Beeswax,Flow Hive,2880,1,0.08,1 Wisteria,
Honeycomb,Flow Hive,2880,1,0.02,1 Wisteria,
Wolfsbane Honey,Flow Hive,2880,1,1,1 Wolfsbane,
Beeswax,Flow Hive,2880,1,0.08,1 Wolfsbane,
Honeycomb,Flow Hive,2880,1,0.02,1 Wolfsbane,
Blue Jazz Honey,Flow Hive,2880,1,1,1 Blue Jazz,
Beeswax,Flow Hive,2880,1,0.08,1 Blue Jazz,
Honeycomb,Flow Hive,2880,1,0.02,1 Blue Jazz,
Crocus Honey,Flow Hive,2880,1,1,1 Crocus,
Beeswax,Flow Hive,2880,1,0.08,1 Crocus,
Honeycomb,Flow Hive,2880,1,0.02,1 Crocus,
Daffodil Honey,Flow Hive,2880,1,1,1 Daffodil,
Beeswax,Flow Hive,2880,1,0.08,1 Daffodil,
Honeycomb,Flow Hive,2880,1,0.02,1 Daffodil,
Dandelion Honey,Flow Hive,2880,1,1,1 Dandelion,
Beeswax,Flow Hive,2880,1,0.08,1 Dandelion,
Honeycomb,Flow Hive,2880,1,0.02,1 Dandelion,
Fairy Rose Honey,Flow Hive,2880,1,1,1 Fairy Rose,
Beeswax,Flow Hive,2880,1,0.08,1 Fairy Rose,
Honeycomb,Flow Hive,2880,1,0.02,1 Fairy Rose,
Flow Honey,Flow Hive,2880,1,1,1 Honey,
Beeswax,Flow Hive,2880,1,0.08,1 Honey,
Honeycomb,Flow Hive,2880,1,0.02,1 Honey,
Poppy Flower Honey,Flow Hive,2880,1,1,1 Poppy,
Beeswax,Flow Hive,2880,1,0.08,1 Poppy,
Honeycomb,Flow Hive,2880,1,0.02,1 Poppy,
Summer Spangle Honey,Flow Hive,2880,1,1,1 Summer Spangle,
Beeswax,Flow Hive,2880,1,0.08,1 Summer Spangle,
Honeycomb,Flow Hive,2880,1,0.02,1 Summer Spangle,
Sunflower Honey,Flow Hive,2880,1,1,1 Sunflower,
Beeswax,Flow Hive,2880,1,0.08,1 Sunflower,
Honeycomb,Flow Hive,2880,1,0.02,1 Sunflower,
Sweet Pea Honey,Flow Hive,2880,1,1,1 Sweet Pea,
Beeswax,Flow Hive,2880,1,0.08,1 Sweet Pea,
Honeycomb,Flow Hive,2880,1,0.02,1 Sweet Pea,
Tulip Honey,Flow Hive,2880,1,1,1 Tulip,
Beeswax,Flow Hive,2880,1,0.08,1 Tulip,
Honeycomb,Flow Hive,2880,1,0.02,1 Tulip,
Harmonic Honey,Flow Hive,5760,1,1,1 Apple of Idunn,
Honey of Strife,Flow Hive,5760,1,1,1 Apple of Discord,
Bifrost Honey,Flow Hive,5760,1,1,1 Bifrost,
Cintamani Honey,Flow Hive,5760,1,1,1 Cintamani Flower,
Rainforest Honey,Flow Hive,5760,1,1,1 Deep Jungle Moss,
Dragon Honey,Flow Hive,5760,1,1,1 Dragon Berry,
Fern Flower Honey,Flow Hive,5760,1,1,1 Fern Flower,
Infernal Honey,Flow Hive,5760,1,1,1 Fruit of the Netherworld,
Dryad Honey,Flow Hive,5760,1,1,1 Hesperidium,
Mandrake Honey,Flow Hive,5760,1,1,1 Mandragora Flower,
Lunar Honey,Flow Hive,5760,1,1,1 Moonberry,
Polar Honey,Flow Hive,5760,1,1,1 Polar Berry,
Forest Rose Honey,Flow Hive,5760,1,1,1 Rose of Avalon,
Astral Honey,Flow Hive,5760,1,1,1 Summer Starberry,
Solar Honey,Flow Hive,5760,1,1,1 Sunberry,
Maenad Honey,Flow Hive,5760,1,1,1 Vakkhic Grape,
Stellar Honey,Flow Hive,5760,1,1,1 Winter Starberry,
Yateveo Honey,Flow Hive,5760,1,1,1 Yateveo,
Corpse Flower Honey,Flow Hive,5760,1,1,1 Zaminkand,
Ancient Honey,Flow Hive,5760,1,1,1 Ancient Fruit,
Stardrop Honey,Flow Hive,5760,1,1,1 Stardrop ,
Sweet Gem Honey,Flow Hive,5760,1,1,1 Sweet Gem Berry,
Country Garden,Fragrance Extractor,5000,1,1,1 Allium,
Black Magic Woman,Fragrance Extractor,5000,1,1,1 Artemisia,
Queen of the Nile,Fragrance Extractor,5000,1,1,1 Blue Lotus Flower,
Golden Spice,Fragrance Extractor,5000,1,1,1 Brassica Flower,
Shiraz Mirage,Fragrance Extractor,5000,1,1,1 Cactus Blossom,
Road to Cairo,Fragrance Extractor,5000,1,1,1 Caraway Flower,
White Room,Fragrance Extractor,5000,1,1,1 Chamomile,
Azure Meadows,Fragrance Extractor,5000,1,1,1 Chicory Flower,
Kashmir,Fragrance Extractor,5000,1,1,1 Clematis,
Crimson Clover,Fragrance Extractor,5000,1,1,1 Clover,
Pink Spice,Fragrance Extractor,5000,1,1,1 Coriander Flower,
Daisy Mae,Fragrance Extractor,5000,1,1,1 Daisy ,
Daisy Mae,Fragrance Extractor,5000,1,1,1 Wild Daisy,
Essence de Chien,Fragrance Extractor,5000,1,1,1 Dogwood,
White Rabbit ,Fragrance Extractor,5000,1,1,1 Elderflower,
Spice of Angels,Fragrance Extractor,5000,1,1,1 Fennel Flower,
Spice of Angels,Fragrance Extractor,5000,1,1,1 Fennel Pollen,
Wheels on Fire,Fragrance Extractor,5000,1,1,1 Fire Wheel,
Wild Caper,Fragrance Extractor,5000,1,1,1 Flinders Rose,
Forsythia Fields,Fragrance Extractor,5000,1,1,1 Forsythia,
Foxy Lady,Fragrance Extractor,5000,1,1,1 Foxglove,
Bohemian Rhapsody,Fragrance Extractor,5000,1,1,1 Gentian Flower,
Winter Grotto,Fragrance Extractor,5000,1,1,1 Gultheria,
High Flying Bird,Fragrance Extractor,5000,1,1,1 Hawkweed,
Tropical Muse,Fragrance Extractor,5000,1,1,1 Heliconia,
Paradise Sunrise,Fragrance Extractor,5000,1,1,1 Hibiscus,
Daydream Believer,Fragrance Extractor,5000,1,1,1 Honeysuckle,
Mercury Blues,Fragrance Extractor,5000,1,1,1 Indigo,
Purple Haze ,Fragrance Extractor,5000,1,1,1 Jacaranda,
Lavender Breeze,Fragrance Extractor,5000,1,1,1 Lavender,
Lilac Meadows,Fragrance Extractor,5000,1,1,1 Lilac,
Linden Fog,Fragrance Extractor,5000,1,1,1 Linden,
